timestamp,wind_speed,wind_direction,power,temperature,turbine_id,rated_power,exclusion_reason
2017-01-12 08:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 08:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 08:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 09:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 10:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 10:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 10:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-12 10:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 07:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 07:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:00:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:10:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:20:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:30:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:40:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
2017-01-25 08:50:00+00:00,,,,,Kelmarsh 1,2050,wind_speed_missing_or_nonfinite;power_missing_or_nonfinite;
